"site_code","survey_year","species_name","cover","latitude","longitude","sqrt_cover","transect_id","n_sites_byspp","n_obs_byspp","n_site_species"
"MIR-S9",2021,"Acrocarpia paniculata",6,-43,148,2.44948974278318,"MIR-S9_2021",14,662,14
"MIR-S9",2021,"Dictyopteris muelleri",10,-43,148,3.16227766016838,"MIR-S9_2021",14,555,14
"MIR-S8",2021,"Caulerpa flexilis",5.25,-43,148,2.29128784747792,"MIR-S8_2021",14,469,14
"MIR-S8",2021,"Echinothamnion hystrix",4.66666666666667,-43,148,2.16024689946929,"MIR-S8_2021",14,492,14
"MIR-S8",2021,"Ecklonia radiata",38,-43,148,6.16441400296898,"MIR-S8_2021",14,1137,14
"MIR-S8",2021,"Haliptilon roseum",5,-43,148,2.23606797749979,"MIR-S8_2021",14,942,14
"MIR-S8",2021,"Lobophora variegata",2,-43,148,1.4142135623731,"MIR-S8_2021",14,739,14
"MIR-S8",2021,"Pollexfenia lobata",2,-43,148,1.4142135623731,"MIR-S8_2021",14,306,14
"MIR-S8",2021,"Sargassum sonderi",10,-43,148,3.16227766016838,"MIR-S8_2021",14,227,14
"MIR-S8",2021,"Carpoglossum confluens",17.3333333333333,-43,148,4.16333199893227,"MIR-S8_2021",14,533,14
"MIR-S8",2021,"Cystophora retroflexa",53.7333333333333,-43,148,7.33030240394851,"MIR-S8_2021",14,374,14
"MIR-S8",2021,"Plocamium angustum",16,-43,148,4,"MIR-S8_2021",14,789,14
"MIR-S8",2021,"Sargassum fallax",13.2727272727273,-43,148,3.64317543809343,"MIR-S8_2021",14,692,14
"MIR-S8",2021,"Phyllotricha verruculosa",12,-43,148,3.46410161513775,"MIR-S8_2021",14,473,14
"MIR-S8",2021,"Asparagopsis armata",3,-43,148,1.73205080756888,"MIR-S8_2021",14,456,14
"MIR-S8",2021,"Caulerpa brownii",21.6,-43,148,4.6475800154489,"MIR-S8_2021",14,507,14
"MIR-S8",2021,"Caulerpa geminata",4.5,-43,148,2.12132034355964,"MIR-S8_2021",14,468,14
"MIR-S8",2021,"Caulerpa scalpelliformis",4,-43,148,2,"MIR-S8_2021",14,421,14
"MIR-S8",2021,"Dictyopteris muelleri",5,-43,148,2.23606797749979,"MIR-S8_2021",14,555,14
"MIR-S8",2021,"Caulerpa trifaria",12,-43,148,3.46410161513775,"MIR-S8_2021",14,308,14
"MIR-S8",2021,"Dictyomenia harveyana",2,-43,148,1.4142135623731,"MIR-S8_2021",14,195,14
"MIR-S8",2021,"Phyllospora comosa",20,-43,148,4.47213595499958,"MIR-S8_2021",14,659,14
"MIR-S8",2021,"Ballia callitricha",4,-43,148,2,"MIR-S8_2021",14,655,14
"MIR-S8",2021,"Lenormandia marginata",2,-43,148,1.4142135623731,"MIR-S8_2021",14,454,14
"MIR-S8",2021,"Thamnoclonium dichotomum",4,-43,148,2,"MIR-S8_2021",14,332,14
"MIR-S8",2021,"Plocamium dilatatum",0,-43,148,0,"MIR-S8_2021",14,564,14
"MIR-S8",2021,"Acrocarpia paniculata",0,-43,148,0,"MIR-S8_2021",14,662,14
"MIR-S8",2021,"Carpomitra costata",0,-43,148,0,"MIR-S8_2021",14,434,14
"MIR-S8",2021,"Callophyllis rangiferina",0,-43,148,0,"MIR-S8_2021",14,571,14
"MIR-S8",2021,"Codium australicum",0,-43,148,0,"MIR-S8_2021",14,155,14
"MIR-S8",2021,"Halopteris paniculata",0,-43,148,0,"MIR-S8_2021",14,618,14
"MIR-S8",2021,"Phyllotricha varians",0,-43,148,0,"MIR-S8_2021",14,286,14
"MIR-S8",2021,"Dictyomenia tridens",0,-43,148,0,"MIR-S8_2021",14,203,14
"MIR-S5",2021,"Ecklonia radiata",50,-43,148,7.07106781186548,"MIR-S5_2021",14,1137,14
"MIR-S5",2021,"Haliptilon roseum",4.4,-43,148,2.0976176963403,"MIR-S5_2021",14,942,14
"MIR-S5",2021,"Caulerpa brownii",30.5,-43,148,5.52268050859363,"MIR-S5_2021",14,507,14
"MIR-S5",2021,"Cystophora retroflexa",33,-43,148,5.74456264653803,"MIR-S5_2021",14,374,14
"MIR-S5",2021,"Sargassum fallax",30,-43,148,5.47722557505166,"MIR-S5_2021",14,692,14
"MIR-S5",2021,"Acrocarpia paniculata",15.3333333333333,-43,148,3.91578004149024,"MIR-S5_2021",14,662,14
"MIR-S5",2021,"Carpoglossum confluens",20.5,-43,148,4.52769256906871,"MIR-S5_2021",14,533,14
"MIR-S5",2021,"Dictyomenia harveyana",2.66666666666667,-43,148,1.63299316185545,"MIR-S5_2021",14,195,14
"MIR-S5",2021,"Phyllospora comosa",18,-43,148,4.24264068711928,"MIR-S5_2021",14,659,14
"MIR-S5",2021,"Plocamium angustum",11,-43,148,3.3166247903554,"MIR-S5_2021",14,789,14
"MIR-S5",2021,"Phyllotricha verruculosa",16,-43,148,4,"MIR-S5_2021",14,473,14
"MIR-S5",2021,"Caulerpa scalpelliformis",4,-43,148,2,"MIR-S5_2021",14,421,14
"MIR-S5",2021,"Caulerpa trifaria",8,-43,148,2.82842712474619,"MIR-S5_2021",14,308,14
"MIR-S5",2021,"Phyllotricha varians",10,-43,148,3.16227766016838,"MIR-S5_2021",14,286,14
"MIR-S5",2021,"Echinothamnion hystrix",6,-43,148,2.44948974278318,"MIR-S5_2021",14,492,14
"MIR-S5",2021,"Sargassum vestitum",2,-43,148,1.4142135623731,"MIR-S5_2021",14,434,14
"MIR-S5",2021,"Cystophora moniliformis",12,-43,148,3.46410161513775,"MIR-S5_2021",14,519,14
"MIR-S5",2021,"Dictyopteris muelleri",2,-43,148,1.4142135623731,"MIR-S5_2021",14,555,14
"MIR-S5",2021,"Caulocystis cephalornithos",0,-43,148,0,"MIR-S5_2021",14,201,14
"MIR-S5",2021,"Lobophora variegata",0,-43,148,0,"MIR-S5_2021",14,739,14
"MIR-S5",2021,"Cystophora retorta",0,-43,148,0,"MIR-S5_2021",14,262,14
"MIR-S5",2021,"Chaetomorpha coliformis",0,-43,148,0,"MIR-S5_2021",14,268,14
"MIR-S5",2021,"Hypnea ramentacea",0,-43,148,0,"MIR-S5_2021",14,428,14
"MIR-S5",2021,"Caulerpa flexilis",0,-43,148,0,"MIR-S5_2021",14,469,14
"MIR-S5",2021,"Chaetomorpha billardierii",0,-43,148,0,"MIR-S5_2021",14,155,14
"MIR-S5",2021,"Ulva rigida",0,-43,148,0,"MIR-S5_2021",14,246,14
"MIR-S14",2021,"Acrocarpia paniculata",12,-43,148,3.46410161513775,"MIR-S14_2021",14,662,14
"MIR-S14",2021,"Ecklonia radiata",43.8461538461538,-43,148,6.62164283589457,"MIR-S14_2021",14,1137,14
"MIR-S14",2021,"Phyllospora comosa",59.7333333333333,-43,148,7.72873426463437,"MIR-S14_2021",14,659,14
"MIR-S14",2021,"Sargassum vestitum",6,-43,148,2.44948974278318,"MIR-S14_2021",14,434,14
"MIR-S14",2021,"Halopteris paniculata",26.3333333333333,-43,148,5.13160143944688,"MIR-S14_2021",14,618,14
"MIR-S14",2021,"Phyllotricha varians",6,-43,148,2.44948974278318,"MIR-S14_2021",14,286,14
"MIR-S14",2021,"Caulerpa scalpelliformis",5,-43,148,2.23606797749979,"MIR-S14_2021",14,421,14
"MIR-S14",2021,"Cystophora monilifera",10,-43,148,3.16227766016838,"MIR-S14_2021",14,398,14
"MIR-S14",2021,"Cystophora retroflexa",13,-43,148,3.60555127546399,"MIR-S14_2021",14,374,14
"MIR-S14",2021,"Haliptilon roseum",4.5,-43,148,2.12132034355964,"MIR-S14_2021",14,942,14
"MIR-S14",2021,"Sargassum sonderi",28,-43,148,5.29150262212918,"MIR-S14_2021",14,227,14
"MIR-S14",2021,"Carpoglossum confluens",6.66666666666667,-43,148,2.58198889747161,"MIR-S14_2021",14,533,14
"MIR-S14",2021,"Sargassum fallax",0,-43,148,0,"MIR-S14_2021",14,692,14
"MIR-S14",2021,"Carpomitra costata",0,-43,148,0,"MIR-S14_2021",14,434,14
"MIR-S14",2021,"Cystophora moniliformis",0,-43,148,0,"MIR-S14_2021",14,519,14
"MIR-S14",2021,"Lobophora variegata",0,-43,148,0,"MIR-S14_2021",14,739,14
"MIR-S14",2021,"Caulerpa brownii",0,-43,148,0,"MIR-S14_2021",14,507,14
"MIR-S3",2021,"Caulerpa brownii",18.8,-43,148,4.33589667773576,"MIR-S3_2021",14,507,14
"MIR-S3",2021,"Ecklonia radiata",55,-43,148,7.41619848709566,"MIR-S3_2021",14,1137,14
"MIR-S3",2021,"Plocamium angustum",13.3333333333333,-43,148,3.65148371670111,"MIR-S3_2021",14,789,14
"MIR-S3",2021,"Phyllotricha varians",14.8,-43,148,3.84707681233427,"MIR-S3_2021",14,286,14
"MIR-S3",2021,"Seirococcus axillaris",50.6666666666667,-43,148,7.11805216802087,"MIR-S3_2021",14,283,14
"MIR-S3",2021,"Cystophora moniliformis",8,-43,148,2.82842712474619,"MIR-S3_2021",14,519,14
"MIR-S3",2021,"Sargassopsis heteromorphum",12,-43,148,3.46410161513775,"MIR-S3_2021",14,213,14
"MIR-S3",2021,"Sargassum sonderi",36.2857142857143,-43,148,6.02376246923086,"MIR-S3_2021",14,227,14
"MIR-S3",2021,"Caulerpa longifolia",8,-43,148,2.82842712474619,"MIR-S3_2021",14,300,14
"MIR-S3",2021,"Caulerpa scalpelliformis",6.2,-43,148,2.48997991959775,"MIR-S3_2021",14,421,14
"MIR-S3",2021,"Cystophora retroflexa",39.4285714285714,-43,148,6.2792174216674,"MIR-S3_2021",14,374,14
"MIR-S3",2021,"Caulerpa flexilis",7.83333333333333,-43,148,2.79880927062444,"MIR-S3_2021",14,469,14
"MIR-S3",2021,"Caulerpa simpliciuscula",27.7777777777778,-43,148,5.2704627669473,"MIR-S3_2021",14,292,14
"MIR-S3",2021,"Dictyopteris muelleri",6.66666666666667,-43,148,2.58198889747161,"MIR-S3_2021",14,555,14
"MIR-S3",2021,"Echinothamnion hystrix",13.2,-43,148,3.63318042491699,"MIR-S3_2021",14,492,14
"MIR-S3",2021,"Phyllotricha verruculosa",10.5,-43,148,3.24037034920393,"MIR-S3_2021",14,473,14
"MIR-S3",2021,"Caulocystis cephalornithos",4,-43,148,2,"MIR-S3_2021",14,201,14
"MIR-S3",2021,"Haliptilon roseum",2,-43,148,1.4142135623731,"MIR-S3_2021",14,942,14
"MIR-S3",2021,"Dictyomenia harveyana",2,-43,148,1.4142135623731,"MIR-S3_2021",14,195,14
"MIR-S3",2021,"Halopteris paniculata",12,-43,148,3.46410161513775,"MIR-S3_2021",14,618,14
"MIR-S3",2021,"Zonaria spiralis",6,-43,148,2.44948974278318,"MIR-S3_2021",14,224,14
"MIR-S3",2021,"Caulerpa geminata",4,-43,148,2,"MIR-S3_2021",14,468,14
"MIR-S3",2021,"Caulerpa trifaria",6.4,-43,148,2.5298221281347,"MIR-S3_2021",14,308,14
"MIR-S3",2021,"Champia viridis",2,-43,148,1.4142135623731,"MIR-S3_2021",14,325,14
"MIR-S3",2021,"Thamnoclonium dichotomum",8,-43,148,2.82842712474619,"MIR-S3_2021",14,332,14
"MIR-S3",2021,"Colpomenia sinuosa",2,-43,148,1.4142135623731,"MIR-S3_2021",14,410,14
"MIR-S3",2021,"Carpoglossum confluens",56,-43,148,7.48331477354788,"MIR-S3_2021",14,533,14
"MIR-S3",2021,"Pachydictyon paniculatum",6,-43,148,2.44948974278318,"MIR-S3_2021",14,370,14
"MIR-S3",2021,"Asparagopsis armata",10,-43,148,3.16227766016838,"MIR-S3_2021",14,456,14
"MIR-S3",2021,"Sargassum fallax",0,-43,148,0,"MIR-S3_2021",14,692,14
"MIR-S3",2021,"Cystophora retorta",0,-43,148,0,"MIR-S3_2021",14,262,14
"MIR-S3",2021,"Lobophora variegata",0,-43,148,0,"MIR-S3_2021",14,739,14
"MIR-S3",2021,"Dictyomenia tridens",0,-43,148,0,"MIR-S3_2021",14,203,14
"MIR-S3",2021,"Pollexfenia lobata",0,-43,148,0,"MIR-S3_2021",14,306,14
"MIR-S13",2021,"Ecklonia radiata",50.2857142857143,-43,148,7.09124208342335,"MIR-S13_2021",14,1137,14
"MIR-S13",2021,"Sargassum sonderi",7.2,-43,148,2.68328157299975,"MIR-S13_2021",14,227,14
"MIR-S13",2021,"Asparagopsis armata",12.6666666666667,-43,148,3.55902608401044,"MIR-S13_2021",14,456,14
"MIR-S13",2021,"Haliptilon roseum",5,-43,148,2.23606797749979,"MIR-S13_2021",14,942,14
"MIR-S13",2021,"Acrocarpia paniculata",37.1111111111111,-43,148,6.09188896083235,"MIR-S13_2021",14,662,14
"MIR-S13",2021,"Caulerpa geminata",4,-43,148,2,"MIR-S13_2021",14,468,14
"MIR-S13",2021,"Cystophora retroflexa",36.75,-43,148,6.06217782649107,"MIR-S13_2021",14,374,14
"MIR-S13",2021,"Sargassum fallax",12,-43,148,3.46410161513775,"MIR-S13_2021",14,692,14
"MIR-S13",2021,"Carpoglossum confluens",12,-43,148,3.46410161513775,"MIR-S13_2021",14,533,14
"MIR-S13",2021,"Plocamium angustum",10.6666666666667,-43,148,3.2659863237109,"MIR-S13_2021",14,789,14
"MIR-S13",2021,"Colpomenia sinuosa",0,-43,148,0,"MIR-S13_2021",14,410,14
"MIR-S13",2021,"Chaetomorpha billardierii",0,-43,148,0,"MIR-S13_2021",14,155,14
"MIR-S13",2021,"Lobophora variegata",0,-43,148,0,"MIR-S13_2021",14,739,14
"MIR-S13",2021,"Phyllotricha verruculosa",0,-43,148,0,"MIR-S13_2021",14,473,14
"MIR-S13",2021,"Dictyopteris muelleri",0,-43,148,0,"MIR-S13_2021",14,555,14
"MIR-S13",2021,"Cystophora moniliformis",0,-43,148,0,"MIR-S13_2021",14,519,14
"MIR-S13",2021,"Dictyomenia tridens",0,-43,148,0,"MIR-S13_2021",14,203,14
"MIR-S13",2021,"Ulva rigida",0,-43,148,0,"MIR-S13_2021",14,246,14
"MIR-S2",2021,"Ballia callitricha",2.66666666666667,-43,148,1.63299316185545,"MIR-S2_2021",14,655,14
"MIR-S2",2021,"Cystophora retroflexa",35,-43,148,5.91607978309962,"MIR-S2_2021",14,374,14
"MIR-S2",2021,"Seirococcus axillaris",40.8333333333333,-43,148,6.39009650422694,"MIR-S2_2021",14,283,14
"MIR-S2",2021,"Asparagopsis armata",10.8,-43,148,3.286335345031,"MIR-S2_2021",14,456,14
"MIR-S2",2021,"Ecklonia radiata",53.6470588235294,-43,148,7.32441525471689,"MIR-S2_2021",14,1137,14
"MIR-S2",2021,"Sargassum fallax",21,-43,148,4.58257569495584,"MIR-S2_2021",14,692,14
"MIR-S2",2021,"Sargassum sonderi",8.5,-43,148,2.91547594742265,"MIR-S2_2021",14,227,14
"MIR-S2",2021,"Caulerpa flexilis",4.57142857142857,-43,148,2.1380899352994,"MIR-S2_2021",14,469,14
"MIR-S2",2021,"Caulerpa scalpelliformis",7,-43,148,2.64575131106459,"MIR-S2_2021",14,421,14
"MIR-S2",2021,"Caulerpa trifaria",6,-43,148,2.44948974278318,"MIR-S2_2021",14,308,14
"MIR-S2",2021,"Plocamium angustum",7,-43,148,2.64575131106459,"MIR-S2_2021",14,789,14
"MIR-S2",2021,"Phyllotricha verruculosa",10,-43,148,3.16227766016838,"MIR-S2_2021",14,473,14
"MIR-S2",2021,"Halopteris paniculata",24,-43,148,4.89897948556636,"MIR-S2_2021",14,618,14
"MIR-S2",2021,"Phyllospora comosa",32,-43,148,5.65685424949238,"MIR-S2_2021",14,659,14
"MIR-S2",2021,"Thamnoclonium dichotomum",10,-43,148,3.16227766016838,"MIR-S2_2021",14,332,14
"MIR-S2",2021,"Stenogramme interrupta",2,-43,148,1.4142135623731,"MIR-S2_2021",14,373,14
"MIR-S2",2021,"Caulerpa longifolia",4,-43,148,2,"MIR-S2_2021",14,300,14
"MIR-S2",2021,"Acrocarpia paniculata",4,-43,148,2,"MIR-S2_2021",14,662,14
"MIR-S2",2021,"Haliptilon roseum",3.33333333333333,-43,148,1.82574185835055,"MIR-S2_2021",14,942,14
"MIR-S2",2021,"Lenormandia marginata",2,-43,148,1.4142135623731,"MIR-S2_2021",14,454,14
"MIR-S2",2021,"Caulerpa geminata",4,-43,148,2,"MIR-S2_2021",14,468,14
"MIR-S2",2021,"Dictyomenia harveyana",3,-43,148,1.73205080756888,"MIR-S2_2021",14,195,14
"MIR-S2",2021,"Dictyopteris muelleri",6,-43,148,2.44948974278318,"MIR-S2_2021",14,555,14
"MIR-S2",2021,"Cystophora retorta",0,-43,148,0,"MIR-S2_2021",14,262,14
"MIR-S2",2021,"Caulerpa brownii",0,-43,148,0,"MIR-S2_2021",14,507,14
"MIR-S2",2021,"Colpomenia sinuosa",0,-43,148,0,"MIR-S2_2021",14,410,14
"MIR-S2",2021,"Caulerpa simpliciuscula",0,-43,148,0,"MIR-S2_2021",14,292,14
"MIR-S2",2021,"Echinothamnion hystrix",0,-43,148,0,"MIR-S2_2021",14,492,14
"MIR-S2",2021,"Chaetomorpha billardierii",0,-43,148,0,"MIR-S2_2021",14,155,14
"MIR-S2",2021,"Phyllotricha varians",0,-43,148,0,"MIR-S2_2021",14,286,14
"MIR-S2",2021,"Carpoglossum confluens",0,-43,148,0,"MIR-S2_2021",14,533,14
"MIR-S2",2021,"Hypnea ramentacea",0,-43,148,0,"MIR-S2_2021",14,428,14
"MIR-S2",2021,"Lobophora variegata",0,-43,148,0,"MIR-S2_2021",14,739,14
"MIR-S2",2021,"Dictyomenia tridens",0,-43,148,0,"MIR-S2_2021",14,203,14
"MIR-S11",2021,"Cystophora retroflexa",22,-43,148,4.69041575982343,"MIR-S11_2021",14,374,14
"MIR-S11",2021,"Delisea pulchra",8.54545454545454,-43,148,2.92326094378428,"MIR-S11_2021",14,525,14
"MIR-S11",2021,"Ecklonia radiata",54.9411764705882,-43,148,7.41223154458819,"MIR-S11_2021",14,1137,14
"MIR-S11",2021,"Sargassum fallax",13.2,-43,148,3.63318042491699,"MIR-S11_2021",14,692,14
"MIR-S11",2021,"Colpomenia sinuosa",6,-43,148,2.44948974278318,"MIR-S11_2021",14,410,14
"MIR-S11",2021,"Haliptilon roseum",5.09090909090909,-43,148,2.25630429927106,"MIR-S11_2021",14,942,14
"MIR-S11",2021,"Halopteris paniculata",3.33333333333333,-43,148,1.82574185835055,"MIR-S11_2021",14,618,14
"MIR-S11",2021,"Lobophora variegata",5,-43,148,2.23606797749979,"MIR-S11_2021",14,739,14
"MIR-S11",2021,"Phacelocarpus peperocarpos",4.66666666666667,-43,148,2.16024689946929,"MIR-S11_2021",14,739,14
"MIR-S11",2021,"Plocamium angustum",13.8,-43,148,3.71483512420134,"MIR-S11_2021",14,789,14
"MIR-S11",2021,"Cheilosporum sagittatum",3.33333333333333,-43,148,1.82574185835055,"MIR-S11_2021",14,197,14
"MIR-S11",2021,"Ballia callitricha",2,-43,148,1.4142135623731,"MIR-S11_2021",14,655,14
"MIR-S11",2021,"Caulerpa flexilis",6,-43,148,2.44948974278318,"MIR-S11_2021",14,469,14
"MIR-S11",2021,"Phyllospora comosa",31.7142857142857,-43,148,5.63154381269344,"MIR-S11_2021",14,659,14
"MIR-S11",2021,"Thamnoclonium dichotomum",6,-43,148,2.44948974278318,"MIR-S11_2021",14,332,14
"MIR-S11",2021,"Plocamium dilatatum",12,-43,148,3.46410161513775,"MIR-S11_2021",14,564,14
"MIR-S11",2021,"Carpoglossum confluens",16,-43,148,4,"MIR-S11_2021",14,533,14
"MIR-S11",2021,"Lenormandia marginata",4,-43,148,2,"MIR-S11_2021",14,454,14
"MIR-S11",2021,"Sargassum vestitum",3,-43,148,1.73205080756888,"MIR-S11_2021",14,434,14
"MIR-S11",2021,"Carpomitra costata",0,-43,148,0,"MIR-S11_2021",14,434,14
"MIR-S11",2021,"Dictyopteris muelleri",0,-43,148,0,"MIR-S11_2021",14,555,14
"MIR-S11",2021,"Acrocarpia paniculata",0,-43,148,0,"MIR-S11_2021",14,662,14
"MIR-S11",2021,"Caulerpa brownii",0,-43,148,0,"MIR-S11_2021",14,507,14
"MIR-S7",2021,"Cystophora retroflexa",16,-43,148,4,"MIR-S7_2021",14,374,14
"MIR-S7",2021,"Haliptilon roseum",6,-43,148,2.44948974278318,"MIR-S7_2021",14,942,14
"MIR-S7",2021,"Lobophora variegata",8.44444444444444,-43,148,2.90593262902712,"MIR-S7_2021",14,739,14
"MIR-S7",2021,"Plocamium angustum",21.2857142857143,-43,148,4.61364436055861,"MIR-S7_2021",14,789,14
"MIR-S7",2021,"Phyllospora comosa",42.4,-43,148,6.51152823843988,"MIR-S7_2021",14,659,14
